Zip Code,City/Township/Community,Municipal,County,State,Utility
15314,Bentleyville,,Washington,Pennsylvania,PNG/PEGC
15316,Brave,,Greene,Pennsylvania,PNG/PEGC
15317,Canonsburg,,Washington,Pennsylvania,PNG/PEGC
15320,Carmichaels,,Greene,Pennsylvania,PNG/PEGC
15322,Clarksville,,Greene,Pennsylvania,PNG/PEGC
15323,Claysville,,Washington,Pennsylvania,PNG/PEGC
15324,Cokeburg,,Washington,Pennsylvania,PNG/PEGC
15327,Dilliner,,Greene,Pennsylvania,PNG/PEGC
15329,Prosperity,,Washington,Pennsylvania,PNG/PEGC
15330,Eighty Four,,Washington,Pennsylvania,PNG/PEGC
15331,Ellsworth,,Washington,Pennsylvania,PNG/PEGC
15332,Finleyville,,Washington,Pennsylvania,PNG/PEGC
15333,Fredericktown,,Washington,Pennsylvania,PNG/PEGC
15334,Garards Fort,,Greene,Pennsylvania,PNG/PEGC
15336,Gastonville,,Washington,Pennsylvania,PNG/PEGC
15337,Graysville,,Greene,Pennsylvania,PNG/PEGC
15338,Greensboro,,Greene,Pennsylvania,PNG/PEGC
15339,Hendersonville,,Washington,Pennsylvania,PNG/PEGC
15341,Holbrook,,Greene,Pennsylvania,PNG/PEGC
15342,Houston,,Washington,Pennsylvania,PNG/PEGC
15344,Jefferson,,Greene,Pennsylvania,PNG/PEGC
15345,Marianna,,Washington,Pennsylvania,PNG/PEGC
15346,Mather,,Greene,Pennsylvania,PNG/PEGC
15348,Millsboro,,Washington,Pennsylvania,PNG/PEGC
15349,Mount Morris,,Greene,Pennsylvania,PNG/PEGC
15352,New Freeport,,Greene,Pennsylvania,PNG/PEGC
15353,Nineveh,,Greene,Pennsylvania,PNG/PEGC
15357,Rices Landing,,Greene,Pennsylvania,PNG/PEGC
15358,Richeyville,,Washington,Pennsylvania,PNG/PEGC
15359,Rogersville,,Greene,Pennsylvania,PNG/PEGC
15360,Scenery Hill,,Washington,Pennsylvania,PNG/PEGC
15362,Spraggs,,Greene,Pennsylvania,PNG/PEGC
15363,Strabane,,Washington,Pennsylvania,PNG/PEGC
15364,Sycamore,,Greene,Pennsylvania,PNG/PEGC
15366,Van Voorhis,,Washington,Pennsylvania,PNG/PEGC
15367,Venetia,,Washington,Pennsylvania,PNG/PEGC
15370,Waynesburg,,Greene,Pennsylvania,PNG/PEGC
15377,West Finley,,Washington,Pennsylvania,PNG/PEGC
15380,Wind Ridge,,Greene,Pennsylvania,PNG/PEGC
15401,Uniontown,,Fayette,Pennsylvania,PNG/PEGC
15417,Brownsville,,Fayette,Pennsylvania,PNG/PEGC
15419,California,,Washington,Pennsylvania,PNG/PEGC
15421,Chalk Hill,,Fayette,Pennsylvania,PNG/PEGC
15423,Coal Center,,Washington,Pennsylvania,PNG/PEGC
15427,Daisytown,,Washington,Pennsylvania,PNG/PEGC
15431,Dunbar,,Fayette,Pennsylvania,PNG/PEGC
15436,Fairchance,,Fayette,Pennsylvania,PNG/PEGC
15438,Fayette City,,Fayette,Pennsylvania,PNG/PEGC
15445,Hopwood,,Fayette,Pennsylvania,PNG/PEGC
15454,Leckrone,,Fayette,Pennsylvania,PNG/PEGC
15456,Lemont Furnace,,Fayette,Pennsylvania,PNG/PEGC
15458,Mc Clellandtown,,Fayette,Pennsylvania,PNG/PEGC
15461,Masontown,,Fayette,Pennsylvania,PNG/PEGC
15473,Perryopolis,,Fayette,Pennsylvania,PNG/PEGC
15474,Point Marion,,Fayette,Pennsylvania,PNG/PEGC
15478,Smithfield,,Fayette,Pennsylvania,PNG/PEGC
15479,Smithton,,Westmoreland,Pennsylvania,PNG/PEGC
15480,Smock,,Fayette,Pennsylvania,PNG/PEGC
15482,Star Junction,,Fayette,Pennsylvania,PNG/PEGC
15486,Vanderbilt,,Fayette,Pennsylvania,PNG/PEGC
15488,Waltersburg,,Fayette,Pennsylvania,PNG/PEGC
15501,Somerset,,Somerset,Pennsylvania,PNG/PEGC
15502,Hidden Valley,,Somerset,Pennsylvania,PNG/PEGC
15531,Boswell,,Somerset,Pennsylvania,PNG/PEGC
15563,Stoystown,,Somerset,Pennsylvania,PNG/PEGC
15601,Greensburg,,Westmoreland,Pennsylvania,PNG/PEGC
15610,Acme,,Westmoreland,Pennsylvania,PNG/PEGC
15611,Adamsburg,,Westmoreland,Pennsylvania,PNG/PEGC
15613,Apollo,,Westmoreland,Pennsylvania,PNG/PEGC
15616,Armbrust,,Westmoreland,Pennsylvania,PNG/PEGC
15617,Arona,,Westmoreland,Pennsylvania,PNG/PEGC
15618,Avonmore,,Westmoreland,Pennsylvania,PNG/PEGC
15619,Bovard,,Westmoreland,Pennsylvania,PNG/PEGC
15620,Bradenville,,Westmoreland,Pennsylvania,PNG/PEGC
15622,Champion,,Westmoreland,Pennsylvania,PNG/PEGC
15623,Claridge,,Westmoreland,Pennsylvania,PNG/PEGC
15626,Delmont,,Westmoreland,Pennsylvania,PNG/PEGC
15627,Derry,,Westmoreland,Pennsylvania,PNG/PEGC
15629,East Vandergrift,,Westmoreland,Pennsylvania,PNG/PEGC
15632,Export,,Westmoreland,Pennsylvania,PNG/PEGC
15634,Grapeville,,Westmoreland,Pennsylvania,PNG/PEGC
15635,Hannastown,,Westmoreland,Pennsylvania,PNG/PEGC
15636,Harrison City,,Westmoreland,Pennsylvania,PNG/PEGC
15638,Hostetter,,Westmoreland,Pennsylvania,PNG/PEGC
15639,Hunker,,Westmoreland,Pennsylvania,PNG/PEGC
15641,Hyde Park,,Westmoreland,Pennsylvania,PNG/PEGC
15642,Irwin,,Westmoreland,Pennsylvania,PNG/PEGC
15644,Jeannette,,Westmoreland,Pennsylvania,PNG/PEGC
15646,Jones Mills,,Westmoreland,Pennsylvania,PNG/PEGC
15647,Larimer,,Westmoreland,Pennsylvania,PNG/PEGC
15650,Latrobe,,Westmoreland,Pennsylvania,PNG/PEGC
15655,Laughlintown,,Westmoreland,Pennsylvania,PNG/PEGC
15656,Leechburg,,Armstrong,Pennsylvania,PNG/PEGC
15658,Ligonier,,Westmoreland,Pennsylvania,PNG/PEGC
15660,Lowber,,Westmoreland,Pennsylvania,PNG/PEGC
15661,Loyalhanna,,Westmoreland,Pennsylvania,PNG/PEGC
15662,Luxor,,Westmoreland,Pennsylvania,PNG/PEGC
15663,Madison,,Westmoreland,Pennsylvania,PNG/PEGC
15665,Manor,,Westmoreland,Pennsylvania,PNG/PEGC
15666,Mount Pleasant,,Westmoreland,Pennsylvania,PNG/PEGC
15668,Murrysville,,Westmoreland,Pennsylvania,PNG/PEGC
15670,New Alexandria,,Westmoreland,Pennsylvania,PNG/PEGC
15671,New Derry,,Westmoreland,Pennsylvania,PNG/PEGC
15672,New Stanton,,Westmoreland,Pennsylvania,PNG/PEGC
15673,North Apollo,,Armstrong,Pennsylvania,PNG/PEGC
15674,Norvelt,,Westmoreland,Pennsylvania,PNG/PEGC
15675,Penn,,Westmoreland,Pennsylvania,PNG/PEGC
15676,Pleasant Unity,,Westmoreland,Pennsylvania,PNG/PEGC
15677,Rector,,Westmoreland,Pennsylvania,PNG/PEGC
15679,Ruffs Dale,,Westmoreland,Pennsylvania,PNG/PEGC
15680,Salina,,Westmoreland,Pennsylvania,PNG/PEGC
15681,Saltsburg,,Indiana,Pennsylvania,PNG/PEGC
15682,Schenley,,Armstrong,Pennsylvania,PNG/PEGC
15685,Southwest,,Westmoreland,Pennsylvania,PNG/PEGC
15686,Spring Church,,Armstrong,Pennsylvania,PNG/PEGC
15688,Tarrs,,Westmoreland,Pennsylvania,PNG/PEGC
15690,Vandergrift,,Westmoreland,Pennsylvania,PNG/PEGC
15692,Westmoreland City,,Westmoreland,Pennsylvania,PNG/PEGC
15693,Whitney,,Westmoreland,Pennsylvania,PNG/PEGC
15696,Youngstown,,Westmoreland,Pennsylvania,PNG/PEGC
15697,Youngwood,,Westmoreland,Pennsylvania,PNG/PEGC
15698,Yukon,,Westmoreland,Pennsylvania,PNG/PEGC
15701,Indiana,,Indiana,Pennsylvania,PNG/PEGC
15705,Indiana,,Indiana,Pennsylvania,PNG/PEGC
15714,Northern Cambria,,Cambria,Pennsylvania,PNG/PEGC
15717,Blairsville,,Indiana,Pennsylvania,PNG/PEGC
15722,Carrolltown,,Cambria,Pennsylvania,PNG/PEGC
15725,Clarksburg,,Indiana,Pennsylvania,PNG/PEGC
15731,Coral,,Indiana,Pennsylvania,PNG/PEGC
15732,Creekside,,Indiana,Pennsylvania,PNG/PEGC
15736,Elderton,,Armstrong,Pennsylvania,PNG/PEGC
15744,Hamilton,,Jefferson,Pennsylvania,PNG/PEGC
15747,Home,,Indiana,Pennsylvania,PNG/PEGC
15748,Homer City,,Indiana,Pennsylvania,PNG/PEGC
15754,Lucernemines,,Indiana,Pennsylvania,PNG/PEGC
15756,Mc Intyre,,Indiana,Pennsylvania,PNG/PEGC
15759,Marion Center,,Indiana,Pennsylvania,PNG/PEGC
15763,Northpoint,,Indiana,Pennsylvania,PNG/PEGC
15765,Penn Run,,Indiana,Pennsylvania,PNG/PEGC
15767,Punxsutawney,,Jefferson,Pennsylvania,PNG/PEGC
15770,Ringgold,,Jefferson,Pennsylvania,PNG/PEGC
15771,Rochester Mills,,Indiana,Pennsylvania,PNG/PEGC
15774,Shelocta,,Indiana,Pennsylvania,PNG/PEGC
15778,Timblin,,Jefferson,Pennsylvania,PNG/PEGC
15779,Torrance,,Westmoreland,Pennsylvania,PNG/PEGC
15783,West Lebanon,,Indiana,Pennsylvania,PNG/PEGC
15864,Summerville,,Jefferson,Pennsylvania,PNG/PEGC
15901,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15902,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15904,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15905,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15906,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15907,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15909,Johnstown,,Cambria,Pennsylvania,PNG/PEGC
15923,Bolivar,,Westmoreland,Pennsylvania,PNG/PEGC
15924,Cairnbrook,,Somerset,Pennsylvania,PNG/PEGC
15928,Davidsville,,Somerset,Pennsylvania,PNG/PEGC
15931,Ebensburg,,Cambria,Pennsylvania,PNG/PEGC
15934,Elton,,Cambria,Pennsylvania,PNG/PEGC
15935,Hollsopple,,Somerset,Pennsylvania,PNG/PEGC
15938,Lilly,,Cambria,Pennsylvania,PNG/PEGC
15940,Loretto,,Cambria,Pennsylvania,PNG/PEGC
15942,Mineral Point,,Cambria,Pennsylvania,PNG/PEGC
15943,Nanty Glo,,Cambria,Pennsylvania,PNG/PEGC
15944,New Florence,,Westmoreland,Pennsylvania,PNG/PEGC
15945,Parkhill,,Cambria,Pennsylvania,PNG/PEGC
15946,Portage,,Cambria,Pennsylvania,PNG/PEGC
15949,Robinson,,Indiana,Pennsylvania,PNG/PEGC
15952,Salix,,Cambria,Pennsylvania,PNG/PEGC
15956,South Fork,,Cambria,Pennsylvania,PNG/PEGC
15957,Strongstown,,Indiana,Pennsylvania,PNG/PEGC
15958,Summerhill,,Cambria,Pennsylvania,PNG/PEGC
15963,Windber,,Somerset,Pennsylvania,PNG/PEGC
16002,Butler,,Butler,Pennsylvania,PNG/PEGC
16021,Branchton,,Butler,Pennsylvania,PNG/PEGC
16023,Cabot,,Butler,Pennsylvania,PNG/PEGC
16024,Callery,,Butler,Pennsylvania,PNG/PEGC
16033,Evans City,,Butler,Pennsylvania,PNG/PEGC
16036,Foxburg,,Clarion,Pennsylvania,PNG/PEGC
16037,Harmony,,Butler,Pennsylvania,PNG/PEGC
16038,Harrisville,,Butler,Pennsylvania,PNG/PEGC
16046,Mars,,Butler,Pennsylvania,PNG/PEGC
16051,Portersville,,Butler,Pennsylvania,PNG/PEGC
16052,Prospect,,Butler,Pennsylvania,PNG/PEGC
16053,Renfrew,,Butler,Pennsylvania,PNG/PEGC
16055,Sarver,,Butler,Pennsylvania,PNG/PEGC
16056,Saxonburg,,Butler,Pennsylvania,PNG/PEGC
16057,Slippery Rock,,Butler,Pennsylvania,PNG/PEGC
16059,Valencia,,Butler,Pennsylvania,PNG/PEGC
16063,Zelienople,,Butler,Pennsylvania,PNG/PEGC
16066,Cranberry Township,,Butler,Pennsylvania,PNG/PEGC
16101,New Castle,,Lawrence,Pennsylvania,PNG/PEGC
16105,New Castle,,Lawrence,Pennsylvania,PNG/PEGC
16107,New Castle,,Lawrence,Pennsylvania,PNG/PEGC
16115,Darlington,,Beaver,Pennsylvania,PNG/PEGC
16120,Enon Valley,,Lawrence,Pennsylvania,PNG/PEGC
16123,Fombell,,Beaver,Pennsylvania,PNG/PEGC
16127,Grove City,,Mercer,Pennsylvania,PNG/PEGC
16133,Jackson Center,,Mercer,Pennsylvania,PNG/PEGC
16142,New Wilmington,,Lawrence,Pennsylvania,PNG/PEGC
16143,Pulaski,,Lawrence,Pennsylvania,PNG/PEGC
16145,Sandy Lake,,Mercer,Pennsylvania,PNG/PEGC
16153,Stoneboro,,Mercer,Pennsylvania,PNG/PEGC
16156,Volant,,Lawrence,Pennsylvania,PNG/PEGC
16172,New Wilmington,,Lawrence,Pennsylvania,PNG/PEGC
16201,Kittanning,,Armstrong,Pennsylvania,PNG/PEGC
16210,Adrian,,Armstrong,Pennsylvania,PNG/PEGC
16211,Beyer,,Indiana,Pennsylvania,PNG/PEGC
16212,Cadogan,,Armstrong,Pennsylvania,PNG/PEGC
16214,Clarion,,Clarion,Pennsylvania,PNG/PEGC
16218,Cowansville,,Armstrong,Pennsylvania,PNG/PEGC
16222,Dayton,,Armstrong,Pennsylvania,PNG/PEGC
16223,Distant,,Armstrong,Pennsylvania,PNG/PEGC
16224,Fairmount City,,Clarion,Pennsylvania,PNG/PEGC
16226,Ford City,,Armstrong,Pennsylvania,PNG/PEGC
16228,Ford Cliff,,Armstrong,Pennsylvania,PNG/PEGC
16229,Freeport,,Armstrong,Pennsylvania,PNG/PEGC
16234,Limestone,,Clarion,Pennsylvania,PNG/PEGC
16236,Mc Grann,,Armstrong,Pennsylvania,PNG/PEGC
16238,Manorville,,Armstrong,Pennsylvania,PNG/PEGC
16240,Mayport,,Clarion,Pennsylvania,PNG/PEGC
16242,New Bethlehem,,Clarion,Pennsylvania,PNG/PEGC
16244,Nu Mine,,Armstrong,Pennsylvania,PNG/PEGC
16248,Rimersburg,,Clarion,Pennsylvania,PNG/PEGC
16249,Rural Valley,,Armstrong,Pennsylvania,PNG/PEGC
16250,Sagamore,,Armstrong,Pennsylvania,PNG/PEGC
16255,Sligo,,Clarion,Pennsylvania,PNG/PEGC
16256,Smicksburg,,Indiana,Pennsylvania,PNG/PEGC
16259,Templeton,,Armstrong,Pennsylvania,PNG/PEGC
16262,Worthington,,Armstrong,Pennsylvania,PNG/PEGC
16263,Yatesboro,,Armstrong,Pennsylvania,PNG/PEGC
16372,Clintonville,,Venango,Pennsylvania,PNG/PEGC
16374,Kennerdell,,Venango,Pennsylvania,PNG/PEGC
16601,Altoona,,Blair,Pennsylvania,PNG/PEGC
16602,Altoona,,Blair,Pennsylvania,PNG/PEGC
16603,Altoona,,Blair,Pennsylvania,PNG/PEGC
16617,Bellwood,,Blair,Pennsylvania,PNG/PEGC
16624,Chest Springs,,Cambria,Pennsylvania,PNG/PEGC
16625,Claysburg,,Blair,Pennsylvania,PNG/PEGC
16630,Cresson,,Cambria,Pennsylvania,PNG/PEGC
16635,Duncansville,,Blair,Pennsylvania,PNG/PEGC
16637,East Freedom,,Blair,Pennsylvania,PNG/PEGC
16638,Entriken,,Huntingdon,Pennsylvania,PNG/PEGC
16641,Gallitzin,,Cambria,Pennsylvania,PNG/PEGC
16646,Hastings,,Cambria,Pennsylvania,PNG/PEGC
16648,Hollidaysburg,,Blair,Pennsylvania,PNG/PEGC
16684,Tipton,,Blair,Pennsylvania,PNG/PEGC
16686,Tyrone,,Blair,Pennsylvania,PNG/PEGC
